x p rho alpha1 U rho1 rho2
1.927500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
1.932500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
1.937500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
1.942500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
1.947500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
1.952500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
1.957500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
1.962500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
1.967500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
1.972500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
1.977500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
1.982500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
1.987500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
1.992500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
1.997500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.002500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.007500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.012500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.017500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.022500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.027500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.032500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.037500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.042500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.047500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.052500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.057500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.062500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.067500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.072500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.077500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.082500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.087500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.092500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.097500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.102500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.107500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.112500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.117500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.122500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.127500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.132500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.137500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.142500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.147500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.152500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.157500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.162500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.167500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.172500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.177500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.182500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.187500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.192500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.197500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.202500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.207500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.212500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.217500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.222500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.227500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.232500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.237500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.242500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.247500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.252500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.257500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.262500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.267500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.272500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.277500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.282500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.287500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.292500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.297500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.302500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.307500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.312500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.317500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.322500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.327500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.332500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.337500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.342500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.347500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.352500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.357500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.362500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.367500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.372500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.377500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.382500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.387500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.392500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.397500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.402500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.407500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.412500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.417500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.422500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.427500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.432500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.437500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.442500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.447500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.452500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.457500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.462500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.467500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.472500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.477500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.482500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.487500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.492500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.497500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.502500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.507500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.512500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.517500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.522500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.527500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.532500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.537500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.542500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.547500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.552500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.557500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.562500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.567500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.572500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.577500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.582500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.587500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.592500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.597500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.602500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.607500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.612500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.617500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.622500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.627500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.632500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.637500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.642500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.647500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.652500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.657500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.662500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.667500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.672500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.677500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.682500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.687500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.692500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.697500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.702500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.707500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.712500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.717500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.722500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.727500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.732500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.737500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.742500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.747500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.752500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.757500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.762500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.767500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.772500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.777500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.782500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.787500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.792500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.797500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.802500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.807500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.812500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.817500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.822500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.827500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.832500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.837500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.842500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.847500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.852500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.857500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.862500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.867500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.872500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.877500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.882500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.887500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.892500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.897500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.902500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.907500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.912500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.917500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.922500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.927500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.932500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.937500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.942500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.947500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.952500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.957500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.962500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.967500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.972500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.977500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.982500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.987500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.992500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
2.997500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.002500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.007500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.012500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.017500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.022500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.027500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.032500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.037500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.042500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.047500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.052500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.057500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.062500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.067500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.072500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.077500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.082500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.087500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.092500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.097500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.102500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.107500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.112500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.117500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.122500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.127500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.132500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.137500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.142500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.147500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.152500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.157500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.162500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.167500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.172500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.177500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.182500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.187500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.192500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.197500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.202500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.207500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.212500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.217500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.222500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.227500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.232500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.237500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.242500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.247500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.252500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.257500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.262500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.267500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.272500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.277500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.282500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.287500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.292500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.297500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.302500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.307500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.312500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.317500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.322500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.327500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.332500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.337500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.342500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.347500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.352500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.357500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.362500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.367500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.372500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.377500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.382500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.387500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.392500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.397500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.402500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.407500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.412500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.417500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.422500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.427500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.432500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.437500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.442500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.447500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.452500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.457500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.462500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.467500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.472500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.477500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.482500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.487500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.492500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.497500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.502500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.507500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.512500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.517500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.522500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.527500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.532500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.537500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.542500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.547500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.552500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.557500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.562500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.567500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.572500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.577500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.582500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.587500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.592500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.597500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.602500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.607500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.612500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.617500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.622500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.627500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.632500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.637500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.642500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.647500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.652500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.657500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.662500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.667500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.672500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.677500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.682500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.687500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.692500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.697500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.702500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.707500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.712500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.717500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.722500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.727500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.732500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.737500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.742500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.747500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.752500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.757500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.762500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.767500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.772500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.777500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.782500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.787500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.792500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.797500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.802500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.807500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.812500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.817500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.822500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.827500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.832500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.837500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.842500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.847500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.852500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.857500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
3.862500 100000.000000 997.598000 1.000000 10.000000 997.598000 1.158210
