x,T,p,rho,U_0,U_1,U_2
0.421875,1.94499,0.413799,0.531849,0.70143,0,0
0.423125,1.94499,0.413799,0.531849,0.70143,0,0
0.424375,1.94499,0.413799,0.531849,0.70143,0,0
0.425625,1.93232,0.404367,0.523133,0.718591,0,0
0.426875,1.93232,0.404367,0.523133,0.718591,0,0
0.428125,1.93232,0.404367,0.523133,0.718591,0,0
0.429375,1.93232,0.404367,0.523133,0.718591,0,0
0.430625,1.91968,0.395111,0.514523,0.735767,0,0
0.431875,1.91968,0.395111,0.514523,0.735767,0,0
0.433125,1.91968,0.395111,0.514523,0.735767,0,0
0.434375,1.91968,0.395111,0.514523,0.735767,0,0
0.435625,1.90708,0.386035,0.506026,0.752947,0,0
0.436875,1.90708,0.386035,0.506026,0.752947,0,0
0.438125,1.90708,0.386035,0.506026,0.752947,0,0
0.439375,1.90708,0.386035,0.506026,0.752947,0,0
0.440625,1.89454,0.377146,0.497647,0.770112,0,0
0.441875,1.89454,0.377146,0.497647,0.770112,0,0
0.443125,1.89454,0.377146,0.497647,0.770112,0,0
0.444375,1.89454,0.377146,0.497647,0.770112,0,0
0.445625,1.88207,0.368453,0.489397,0.787236,0,0
0.446875,1.88207,0.368453,0.489397,0.787236,0,0
0.448125,1.88207,0.368453,0.489397,0.787236,0,0
0.449375,1.88207,0.368453,0.489397,0.787236,0,0
0.450625,1.8697,0.359969,0.481292,0.804283,0,0
0.451875,1.8697,0.359969,0.481292,0.804283,0,0
0.453125,1.8697,0.359969,0.481292,0.804283,0,0
0.454375,1.8697,0.359969,0.481292,0.804283,0,0
0.455625,1.85747,0.351717,0.473353,0.821195,0,0
0.456875,1.85747,0.351717,0.473353,0.821195,0,0
0.458125,1.85747,0.351717,0.473353,0.821195,0,0
0.459375,1.85747,0.351717,0.473353,0.821195,0,0
0.460625,1.84545,0.343727,0.465615,0.837889,0,0
0.461875,1.84545,0.343727,0.465615,0.837889,0,0
0.463125,1.84545,0.343727,0.465615,0.837889,0,0
0.464375,1.84545,0.343727,0.465615,0.837889,0,0
0.465625,1.83372,0.33605,0.458128,0.854237,0,0
0.466875,1.83372,0.33605,0.458128,0.854237,0,0
0.468125,1.83372,0.33605,0.458128,0.854237,0,0
0.469375,1.83372,0.33605,0.458128,0.854237,0,0
0.470625,1.82243,0.32876,0.450967,0.870045,0,0
0.471875,1.82243,0.32876,0.450967,0.870045,0,0
0.473125,1.82243,0.32876,0.450967,0.870045,0,0
0.474375,1.82243,0.32876,0.450967,0.870045,0,0
0.475625,1.81177,0.321967,0.444245,0.885025,0,0
0.476875,1.81177,0.321967,0.444245,0.885025,0,0
0.478125,1.81177,0.321967,0.444245,0.885025,0,0
0.479375,1.81177,0.321967,0.444245,0.885025,0,0
0.480625,1.80206,0.315829,0.438125,0.898765,0,0
0.481875,1.80206,0.315829,0.438125,0.898765,0,0
0.483125,1.80206,0.315829,0.438125,0.898765,0,0
0.484375,1.80206,0.315829,0.438125,0.898765,0,0
0.485625,1.79369,0.310555,0.43282,0.910712,0,0
0.486875,1.79369,0.310555,0.43282,0.910712,0,0
0.488125,1.79369,0.310555,0.43282,0.910712,0,0
0.489375,1.79369,0.310555,0.43282,0.910712,0,0
0.490625,1.7871,0.306387,0.428585,0.920232,0,0
0.491875,1.7871,0.306387,0.428585,0.920232,0,0
0.493125,1.7871,0.306387,0.428585,0.920232,0,0
0.494375,1.7871,0.306387,0.428585,0.920232,0,0
0.495625,1.78266,0.303525,0.425638,0.926788,0,0
0.496875,1.78266,0.303525,0.425638,0.926788,0,0
0.498125,1.78266,0.303525,0.425638,0.926788,0,0
0.499375,1.78266,0.303525,0.425638,0.926788,0,0
0.500625,1.78042,0.301999,0.424032,0.930261,0,0
0.501875,1.78042,0.301999,0.424032,0.930261,0,0
0.503125,1.78042,0.301999,0.424032,0.930261,0,0
0.504375,1.78042,0.301999,0.424032,0.930261,0,0
0.505625,1.77992,0.301568,0.423545,0.931206,0,0
0.506875,1.77992,0.301568,0.423545,0.931206,0,0
0.508125,1.77992,0.301568,0.423545,0.931206,0,0
0.509375,1.77992,0.301568,0.423545,0.931206,0,0
0.510625,1.78041,0.301773,0.423718,0.930697,0,0
0.511875,1.78041,0.301773,0.423718,0.930697,0,0
0.513125,1.78041,0.301773,0.423718,0.930697,0,0
0.514375,1.78041,0.301773,0.423718,0.930697,0,0
0.515625,1.78115,0.302163,0.424088,0.929782,0,0
0.516875,1.78115,0.302163,0.424088,0.929782,0,0
0.518125,1.78115,0.302163,0.424088,0.929782,0,0
0.519375,1.78115,0.302163,0.424088,0.929782,0,0
0.520625,1.78177,0.302483,0.424389,0.929041,0,0
0.521875,1.78177,0.302483,0.424389,0.929041,0,0
0.523125,1.78177,0.302483,0.424389,0.929041,0,0
0.524375,1.78177,0.302483,0.424389,0.929041,0,0
0.525625,1.78219,0.302673,0.424557,0.928604,0,0
0.526875,1.78219,0.302673,0.424557,0.928604,0,0
0.528125,1.78219,0.302673,0.424557,0.928604,0,0
0.529375,1.78219,0.302673,0.424557,0.928604,0,0
0.530625,1.78246,0.302769,0.424627,0.928384,0,0
0.531875,1.78246,0.302769,0.424627,0.928384,0,0
0.533125,1.78246,0.302769,0.424627,0.928384,0,0
0.534375,1.78246,0.302769,0.424627,0.928384,0,0
0.535625,1.78266,0.302816,0.424645,0.928276,0,0
0.536875,1.78266,0.302816,0.424645,0.928276,0,0
0.538125,1.78266,0.302816,0.424645,0.928276,0,0
0.539375,1.78266,0.302816,0.424645,0.928276,0,0
0.540625,1.78284,0.302844,0.424641,0.928214,0,0
0.541875,1.78284,0.302844,0.424641,0.928214,0,0
0.543125,1.78284,0.302844,0.424641,0.928214,0,0
0.544375,1.78284,0.302844,0.424641,0.928214,0,0
0.545625,1.78301,0.302864,0.424628,0.928167,0,0
0.546875,1.78301,0.302864,0.424628,0.928167,0,0
0.548125,1.78301,0.302864,0.424628,0.928167,0,0
0.549375,1.78301,0.302864,0.424628,0.928167,0,0
0.550625,1.78319,0.302883,0.424611,0.928125,0,0
0.551875,1.78319,0.302883,0.424611,0.928125,0,0
0.553125,1.78319,0.302883,0.424611,0.928125,0,0
0.554375,1.78319,0.302883,0.424611,0.928125,0,0
0.555625,1.78338,0.3029,0.424591,0.928084,0,0
0.556875,1.78338,0.3029,0.424591,0.928084,0,0
0.558125,1.78338,0.3029,0.424591,0.928084,0,0
0.559375,1.78338,0.3029,0.424591,0.928084,0,0
0.560625,1.78357,0.302917,0.424569,0.928045,0,0
0.561875,1.78357,0.302917,0.424569,0.928045,0,0
0.563125,1.78357,0.302917,0.424569,0.928045,0,0
0.564375,1.78357,0.302917,0.424569,0.928045,0,0
0.565625,1.78378,0.302934,0.424544,0.928008,0,0
0.566875,1.78378,0.302934,0.424544,0.928008,0,0
0.568125,1.78378,0.302934,0.424544,0.928008,0,0
0.569375,1.78378,0.302934,0.424544,0.928008,0,0
0.570625,1.78399,0.302949,0.424515,0.927972,0,0
0.571875,1.78399,0.302949,0.424515,0.927972,0,0
0.573125,1.78399,0.302949,0.424515,0.927972,0,0
0.574375,1.78399,0.302949,0.424515,0.927972,0,0
0.575625,1.78421,0.302964,0.424483,0.927939,0,0
0.576875,1.78421,0.302964,0.424483,0.927939,0,0
0.578125,1.78421,0.302964,0.424483,0.927939,0,0
0.579375,1.78421,0.302964,0.424483,0.927939,0,0
0.580625,1.78444,0.302978,0.424447,0.927908,0,0
0.581875,1.78444,0.302978,0.424447,0.927908,0,0
0.583125,1.78444,0.302978,0.424447,0.927908,0,0
0.584375,1.78444,0.302978,0.424447,0.927908,0,0
0.585625,1.78469,0.302991,0.424406,0.927879,0,0
0.586875,1.78469,0.302991,0.424406,0.927879,0,0
0.588125,1.78469,0.302991,0.424406,0.927879,0,0
0.589375,1.78469,0.302991,0.424406,0.927879,0,0
0.590625,1.78496,0.303003,0.424361,0.927852,0,0
0.591875,1.78496,0.303003,0.424361,0.927852,0,0
