x,T,p,rho,U_0,U_1,U_2
0.330625,2.16827,0.607235,0.700099,0.407265,0,0
0.331875,2.16827,0.607235,0.700099,0.407265,0,0
0.333125,2.16183,0.600925,0.694887,0.415481,0,0
0.334375,2.16183,0.600925,0.694887,0.415481,0,0
0.335625,2.15539,0.59466,0.689697,0.42371,0,0
0.336875,2.15539,0.59466,0.689697,0.42371,0,0
0.338125,2.14895,0.588442,0.684531,0.431953,0,0
0.339375,2.14895,0.588442,0.684531,0.431953,0,0
0.340625,2.14251,0.582271,0.679387,0.440207,0,0
0.341875,2.14251,0.582271,0.679387,0.440207,0,0
0.343125,2.13607,0.576146,0.674268,0.448474,0,0
0.344375,2.13607,0.576146,0.674268,0.448474,0,0
0.345625,2.12963,0.570069,0.669172,0.456752,0,0
0.346875,2.12963,0.570069,0.669172,0.456752,0,0
0.348125,2.1232,0.564038,0.6641,0.465041,0,0
0.349375,2.1232,0.564038,0.6641,0.465041,0,0
0.350625,2.11676,0.558055,0.659053,0.47334,0,0
0.351875,2.11676,0.558055,0.659053,0.47334,0,0
0.353125,2.11033,0.552119,0.65403,0.48165,0,0
0.354375,2.11033,0.552119,0.65403,0.48165,0,0
0.355625,2.1039,0.54623,0.649032,0.48997,0,0
0.356875,2.1039,0.54623,0.649032,0.48997,0,0
0.358125,2.09747,0.540388,0.644059,0.4983,0,0
0.359375,2.09747,0.540388,0.644059,0.4983,0,0
0.360625,2.09104,0.534593,0.639111,0.506639,0,0
0.361875,2.09104,0.534593,0.639111,0.506639,0,0
0.363125,2.08462,0.528846,0.634188,0.514987,0,0
0.364375,2.08462,0.528846,0.634188,0.514987,0,0
0.365625,2.0782,0.523146,0.629291,0.523344,0,0
0.366875,2.0782,0.523146,0.629291,0.523344,0,0
0.368125,2.07178,0.517493,0.624419,0.531709,0,0
0.369375,2.07178,0.517493,0.624419,0.531709,0,0
0.370625,2.06537,0.511887,0.619572,0.540082,0,0
0.371875,2.06537,0.511887,0.619572,0.540082,0,0
0.373125,2.05896,0.506328,0.614751,0.548463,0,0
0.374375,2.05896,0.506328,0.614751,0.548463,0,0
0.375625,2.05256,0.500815,0.609955,0.556852,0,0
0.376875,2.05256,0.500815,0.609955,0.556852,0,0
0.378125,2.04616,0.49535,0.605186,0.565249,0,0
0.379375,2.04616,0.49535,0.605186,0.565249,0,0
0.380625,2.03976,0.489931,0.600442,0.573652,0,0
0.381875,2.03976,0.489931,0.600442,0.573652,0,0
0.383125,2.03337,0.484558,0.595724,0.582063,0,0
0.384375,2.03337,0.484558,0.595724,0.582063,0,0
0.385625,2.02698,0.479232,0.591032,0.590481,0,0
0.386875,2.02698,0.479232,0.591032,0.590481,0,0
0.388125,2.0206,0.473952,0.586366,0.598905,0,0
0.389375,2.0206,0.473952,0.586366,0.598905,0,0
0.390625,2.01423,0.468718,0.581727,0.607335,0,0
0.391875,2.01423,0.468718,0.581727,0.607335,0,0
0.393125,2.00786,0.463531,0.577113,0.615771,0,0
0.394375,2.00786,0.463531,0.577113,0.615771,0,0
0.395625,2.00149,0.458389,0.572525,0.624213,0,0
0.396875,2.00149,0.458389,0.572525,0.624213,0,0
0.398125,1.99514,0.453292,0.567964,0.632661,0,0
0.399375,1.99514,0.453292,0.567964,0.632661,0,0
0.400625,1.98879,0.448241,0.563429,0.641114,0,0
0.401875,1.98879,0.448241,0.563429,0.641114,0,0
0.403125,1.98244,0.443236,0.55892,0.649572,0,0
0.404375,1.98244,0.443236,0.55892,0.649572,0,0
0.405625,1.9761,0.438275,0.554438,0.658035,0,0
0.406875,1.9761,0.438275,0.554438,0.658035,0,0
0.408125,1.96977,0.43336,0.549982,0.666503,0,0
0.409375,1.96977,0.43336,0.549982,0.666503,0,0
0.410625,1.96345,0.42849,0.545553,0.674975,0,0
0.411875,1.96345,0.42849,0.545553,0.674975,0,0
0.413125,1.95713,0.423665,0.54115,0.68345,0,0
0.414375,1.95713,0.423665,0.54115,0.68345,0,0
0.415625,1.95082,0.418884,0.536775,0.691928,0,0
0.416875,1.95082,0.418884,0.536775,0.691928,0,0
0.418125,1.94452,0.414149,0.532426,0.70041,0,0
0.419375,1.94452,0.414149,0.532426,0.70041,0,0
0.420625,1.93823,0.409458,0.528104,0.708894,0,0
0.421875,1.93823,0.409458,0.528104,0.708894,0,0
0.423125,1.93195,0.404812,0.523809,0.717379,0,0
0.424375,1.93195,0.404812,0.523809,0.717379,0,0
0.425625,1.92567,0.40021,0.519542,0.725865,0,0
0.426875,1.92567,0.40021,0.519542,0.725865,0,0
0.428125,1.91941,0.395654,0.515303,0.734351,0,0
0.429375,1.91941,0.395654,0.515303,0.734351,0,0
0.430625,1.91316,0.391143,0.511092,0.742835,0,0
0.431875,1.91316,0.391143,0.511092,0.742835,0,0
0.433125,1.90692,0.386677,0.50691,0.751318,0,0
0.434375,1.90692,0.386677,0.50691,0.751318,0,0
0.435625,1.9007,0.382258,0.502758,0.759795,0,0
0.436875,1.9007,0.382258,0.502758,0.759795,0,0
0.438125,1.89449,0.377885,0.498635,0.768267,0,0
0.439375,1.89449,0.377885,0.498635,0.768267,0,0
0.440625,1.88829,0.373559,0.494544,0.776731,0,0
0.441875,1.88829,0.373559,0.494544,0.776731,0,0
0.443125,1.88212,0.369281,0.490484,0.785183,0,0
0.444375,1.88212,0.369281,0.490484,0.785183,0,0
0.445625,1.87597,0.365053,0.486459,0.79362,0,0
0.446875,1.87597,0.365053,0.486459,0.79362,0,0
0.448125,1.86984,0.360876,0.482469,0.802037,0,0
0.449375,1.86984,0.360876,0.482469,0.802037,0,0
0.450625,1.86374,0.356752,0.478516,0.810429,0,0
0.451875,1.86374,0.356752,0.478516,0.810429,0,0
0.453125,1.85767,0.352683,0.474604,0.81879,0,0
0.454375,1.85767,0.352683,0.474604,0.81879,0,0
0.455625,1.85165,0.348675,0.470737,0.827109,0,0
0.456875,1.85165,0.348675,0.470737,0.827109,0,0
0.458125,1.84567,0.344729,0.466917,0.835376,0,0
0.459375,1.84567,0.344729,0.466917,0.835376,0,0
0.460625,1.83975,0.340853,0.463153,0.843576,0,0
0.461875,1.83975,0.340853,0.463153,0.843576,0,0
0.463125,1.8339,0.337054,0.45945,0.851692,0,0
0.464375,1.8339,0.337054,0.45945,0.851692,0,0
0.465625,1.82814,0.33334,0.455819,0.859699,0,0
0.466875,1.82814,0.33334,0.455819,0.859699,0,0
0.468125,1.82249,0.329722,0.45227,0.86757,0,0
0.469375,1.82249,0.329722,0.45227,0.86757,0,0
0.470625,1.81698,0.326217,0.44882,0.875265,0,0
0.471875,1.81698,0.326217,0.44882,0.875265,0,0
0.473125,1.81164,0.322843,0.445487,0.882738,0,0
0.474375,1.81164,0.322843,0.445487,0.882738,0,0
0.475625,1.80651,0.319622,0.442294,0.889929,0,0
0.476875,1.80651,0.319622,0.442294,0.889929,0,0
0.478125,1.80164,0.316583,0.439272,0.896766,0,0
0.479375,1.80164,0.316583,0.439272,0.896766,0,0
0.480625,1.79711,0.31376,0.436455,0.90316,0,0
0.481875,1.79711,0.31376,0.436455,0.90316,0,0
0.483125,1.79297,0.311193,0.433883,0.909012,0,0
0.484375,1.79297,0.311193,0.433883,0.909012,0,0
0.485625,1.7893,0.308921,0.431599,0.914215,0,0
0.486875,1.7893,0.308921,0.431599,0.914215,0,0
0.488125,1.78618,0.306985,0.429644,0.918667,0,0
0.489375,1.78618,0.306985,0.429644,0.918667,0,0
0.490625,1.78365,0.305415,0.428051,0.922286,0,0
0.491875,1.78365,0.305415,0.428051,0.922286,0,0
0.493125,1.78175,0.304223,0.426835,0.925036,0,0
0.494375,1.78175,0.304223,0.426835,0.925036,0,0
0.495625,1.78045,0.303396,0.425985,0.926941,0,0
0.496875,1.78045,0.303396,0.425985,0.926941,0,0
0.498125,1.77968,0.302891,0.425461,0.928101,0,0
0.499375,1.77968,0.302891,0.425461,0.928101,0,0
0.500625,1.77932,0.30264,0.425194,0.928673,0,0
0.501875,1.77932,0.30264,0.425194,0.928673,0,0
0.503125,1.77924,0.302563,0.425106,0.928842,0,0
0.504375,1.77924,0.302563,0.425106,0.928842,0,0
0.505625,1.77931,0.302585,0.425121,0.928784,0,0
0.506875,1.77931,0.302585,0.425121,0.928784,0,0
0.508125,1.77944,0.302649,0.425178,0.928632,0,0
0.509375,1.77944,0.302649,0.425178,0.928632,0,0
0.510625,1.77959,0.30272,0.425243,0.928467,0,0
0.511875,1.77959,0.30272,0.425243,0.928467,0,0
0.513125,1.77971,0.30278,0.425297,0.928327,0,0
0.514375,1.77971,0.30278,0.425297,0.928327,0,0
0.515625,1.77982,0.302826,0.425337,0.928219,0,0
0.516875,1.77982,0.302826,0.425337,0.928219,0,0
0.518125,1.7799,0.302861,0.425365,0.92814,0,0
0.519375,1.7799,0.302861,0.425365,0.92814,0,0
0.520625,1.77998,0.302887,0.425385,0.928079,0,0
0.521875,1.77998,0.302887,0.425385,0.928079,0,0
0.523125,1.78004,0.302908,0.425398,0.92803,0,0
0.524375,1.78004,0.302908,0.425398,0.92803,0,0
0.525625,1.7801,0.302926,0.425409,0.927988,0,0
0.526875,1.7801,0.302926,0.425409,0.927988,0,0
0.528125,1.78016,0.302942,0.425418,0.92795,0,0
0.529375,1.78016,0.302942,0.425418,0.92795,0,0
0.530625,1.78022,0.302957,0.425425,0.927915,0,0
0.531875,1.78022,0.302957,0.425425,0.927915,0,0
0.533125,1.78028,0.302971,0.425431,0.927883,0,0
0.534375,1.78028,0.302971,0.425431,0.927883,0,0
0.535625,1.78033,0.302984,0.425436,0.927852,0,0
0.536875,1.78033,0.302984,0.425436,0.927852,0,0
0.538125,1.78039,0.302996,0.425439,0.927824,0,0
0.539375,1.78039,0.302996,0.425439,0.927824,0,0
0.540625,1.78044,0.303007,0.425442,0.927798,0,0
0.541875,1.78044,0.303007,0.425442,0.927798,0,0
0.543125,1.7805,0.303018,0.425444,0.927774,0,0
0.544375,1.7805,0.303018,0.425444,0.927774,0,0
0.545625,1.78055,0.303027,0.425444,0.927752,0,0
0.546875,1.78055,0.303027,0.425444,0.927752,0,0
0.548125,1.78061,0.303036,0.425444,0.927731,0,0
0.549375,1.78061,0.303036,0.425444,0.927731,0,0
0.550625,1.78066,0.303045,0.425442,0.927712,0,0
0.551875,1.78066,0.303045,0.425442,0.927712,0,0
0.553125,1.78072,0.303052,0.42544,0.927694,0,0
0.554375,1.78072,0.303052,0.42544,0.927694,0,0
0.555625,1.78077,0.303059,0.425437,0.927678,0,0
0.556875,1.78077,0.303059,0.425437,0.927678,0,0
0.558125,1.78082,0.303066,0.425433,0.927663,0,0
0.559375,1.78082,0.303066,0.425433,0.927663,0,0
0.560625,1.78088,0.303071,0.425428,0.92765,0,0
0.561875,1.78088,0.303071,0.425428,0.92765,0,0
0.563125,1.78093,0.303077,0.425423,0.927637,0,0
0.564375,1.78093,0.303077,0.425423,0.927637,0,0
0.565625,1.78099,0.303082,0.425416,0.927626,0,0
0.566875,1.78099,0.303082,0.425416,0.927626,0,0
0.568125,1.78105,0.303087,0.425409,0.927615,0,0
0.569375,1.78105,0.303087,0.425409,0.927615,0,0
0.570625,1.7811,0.303091,0.425402,0.927606,0,0
0.571875,1.7811,0.303091,0.425402,0.927606,0,0
0.573125,1.78116,0.303095,0.425393,0.927597,0,0
0.574375,1.78116,0.303095,0.425393,0.927597,0,0
0.575625,1.78122,0.303098,0.425384,0.927589,0,0
0.576875,1.78122,0.303098,0.425384,0.927589,0,0
0.578125,1.78128,0.303101,0.425374,0.927582,0,0
0.579375,1.78128,0.303101,0.425374,0.927582,0,0
0.580625,1.78134,0.303104,0.425363,0.927575,0,0
0.581875,1.78134,0.303104,0.425363,0.927575,0,0
0.583125,1.78141,0.303107,0.425352,0.927569,0,0
0.584375,1.78141,0.303107,0.425352,0.927569,0,0
0.585625,1.78147,0.30311,0.42534,0.927564,0,0
0.586875,1.78147,0.30311,0.42534,0.927564,0,0
0.588125,1.78154,0.303112,0.425327,0.927559,0,0
0.589375,1.78154,0.303112,0.425327,0.927559,0,0
0.590625,1.78161,0.303114,0.425314,0.927554,0,0
0.591875,1.78161,0.303114,0.425314,0.927554,0,0
0.593125,1.78168,0.303116,0.4253,0.92755,0,0
0.594375,1.78168,0.303116,0.4253,0.92755,0,0
0.595625,1.78175,0.303118,0.425285,0.927546,0,0
0.596875,1.78175,0.303118,0.425285,0.927546,0,0
